tx_id,address,entity_type,value_btc,fee_btc,in_degree,out_degree,timestamp
tx_2275,addr_64,Exchange,4.1278,0.00326,17,19,2020-04-04 18:00:00
tx_2276,addr_234,Mixer,0.3699,0.00596,10,13,2020-04-04 19:00:00
tx_2277,addr_338,Mixer,0.1103,0.00082,1,12,2020-04-04 20:00:00
tx_2278,addr_83,Exchange,2.5279,0.00156,16,3,2020-04-04 21:00:00
tx_2279,addr_334,Trader,1.2905,0.00083,15,3,2020-04-04 22:00:00
tx_2280,addr_325,Exchange,3.7822,0.00814,17,14,2020-04-04 23:00:00
tx_2281,addr_215,Mixer,0.9671,0.00755,13,18,2020-04-05 00:00:00
tx_2282,addr_32,Trader,0.3685,0.00756,1,19,2020-04-05 01:00:00
tx_2283,addr_145,Trader,3.6212,0.00719,8,10,2020-04-05 02:00:00
tx_2284,addr_194,Exchange,1.5922,0.00673,5,17,2020-04-05 03:00:00
tx_2285,addr_234,Mixer,0.4195,0.00482,6,15,2020-04-05 04:00:00
tx_2286,addr_428,Hodler,2.5487,0.00646,14,19,2020-04-05 05:00:00
tx_2287,addr_142,Mixer,1.4313,0.00048,11,9,2020-04-05 06:00:00
tx_2288,addr_18,Miner,1.8543,0.00625,6,4,2020-04-05 07:00:00
tx_2289,addr_315,Hodler,1.2357,0.0078,11,15,2020-04-05 08:00:00
tx_2290,addr_382,Trader,3.5288,0.00505,13,19,2020-04-05 09:00:00
tx_2291,addr_396,Hodler,3.5388,0.00364,12,16,2020-04-05 10:00:00
tx_2292,addr_435,Trader,2.4715,0.00285,2,8,2020-04-05 11:00:00
tx_2293,addr_375,Trader,0.2228,0.00646,3,17,2020-04-05 12:00:00
tx_2294,addr_292,Hodler,3.6509,0.00696,4,1,2020-04-05 13:00:00
tx_2295,addr_156,Trader,2.2235,0.00872,17,7,2020-04-05 14:00:00
tx_2296,addr_261,Trader,2.3882,0.00349,6,18,2020-04-05 15:00:00
tx_2297,addr_67,Miner,0.9019,0.00772,7,12,2020-04-05 16:00:00
tx_2298,addr_442,Mixer,4.2286,0.00566,15,16,2020-04-05 17:00:00
tx_2299,addr_229,Mixer,2.5847,0.00884,11,1,2020-04-05 18:00:00
tx_2300,addr_368,Miner,0.2389,0.00533,3,15,2020-04-05 19:00:00
tx_2301,addr_210,Hodler,1.0477,0.00522,6,7,2020-04-05 20:00:00
tx_2302,addr_256,Exchange,4.3498,0.00582,2,17,2020-04-05 21:00:00
tx_2303,addr_227,Exchange,0.0967,0.00752,14,3,2020-04-05 22:00:00
tx_2304,addr_449,Exchange,6.5099,0.00965,9,11,2020-04-05 23:00:00
tx_2305,addr_366,Miner,2.2736,0.00083,18,6,2020-04-06 00:00:00
tx_2306,addr_349,Miner,1.996,0.00063,19,6,2020-04-06 01:00:00
tx_2307,addr_363,Trader,0.631,0.00938,12,15,2020-04-06 02:00:00
tx_2308,addr_9,Exchange,0.5721,0.00535,13,7,2020-04-06 03:00:00
tx_2309,addr_3,Hodler,5.6966,0.00619,12,11,2020-04-06 04:00:00
tx_2310,addr_200,Hodler,0.7084,0.00488,12,17,2020-04-06 05:00:00
tx_2311,addr_481,Exchange,2.9878,0.00103,18,18,2020-04-06 06:00:00
tx_2312,addr_393,Exchange,0.9989,0.0077,9,19,2020-04-06 07:00:00
tx_2313,addr_91,Exchange,0.2999,0.0075,17,8,2020-04-06 08:00:00
tx_2314,addr_94,Miner,0.0215,0.00319,16,8,2020-04-06 09:00:00
tx_2315,addr_136,Miner,1.5717,0.00313,17,11,2020-04-06 10:00:00
tx_2316,addr_487,Miner,7.4411,0.00839,8,3,2020-04-06 11:00:00
tx_2317,addr_434,Mixer,0.9213,0.00082,11,14,2020-04-06 12:00:00
tx_2318,addr_19,Hodler,0.8838,0.00882,2,9,2020-04-06 13:00:00
tx_2319,addr_324,Hodler,0.8435,0.00264,8,1,2020-04-06 14:00:00
tx_2320,addr_85,Trader,1.4702,0.00597,12,1,2020-04-06 15:00:00
tx_2321,addr_18,Miner,1.162,0.00937,1,12,2020-04-06 16:00:00
tx_2322,addr_350,Mixer,4.2391,0.00681,13,11,2020-04-06 17:00:00
tx_2323,addr_62,Mixer,1.4085,0.0042,17,1,2020-04-06 18:00:00
tx_2324,addr_314,Hodler,1.4176,0.00693,14,12,2020-04-06 19:00:00
tx_2325,addr_376,Miner,0.2979,0.00351,14,17,2020-04-06 20:00:00
tx_2326,addr_222,Trader,8.1187,0.00284,16,15,2020-04-06 21:00:00
tx_2327,addr_299,Miner,0.5753,0.00997,17,2,2020-04-06 22:00:00
tx_2328,addr_417,Exchange,0.1524,0.00753,6,18,2020-04-06 23:00:00
tx_2329,addr_308,Miner,2.1762,0.00648,7,16,2020-04-07 00:00:00
tx_2330,addr_113,Exchange,1.8095,0.00362,1,4,2020-04-07 01:00:00
tx_2331,addr_372,Exchange,1.0728,0.00059,15,8,2020-04-07 02:00:00
tx_2332,addr_185,Trader,1.097,0.00041,18,2,2020-04-07 03:00:00
tx_2333,addr_269,Hodler,3.0748,0.00559,13,14,2020-04-07 04:00:00
tx_2334,addr_389,Miner,0.4356,0.00764,2,15,2020-04-07 05:00:00
tx_2335,addr_262,Exchange,3.4324,0.00542,19,9,2020-04-07 06:00:00
tx_2336,addr_375,Miner,2.0925,0.00842,15,2,2020-04-07 07:00:00
tx_2337,addr_127,Hodler,1.0859,0.00043,12,17,2020-04-07 08:00:00
tx_2338,addr_197,Hodler,1.2251,0.00373,15,10,2020-04-07 09:00:00
tx_2339,addr_128,Mixer,0.5932,0.00245,18,9,2020-04-07 10:00:00
tx_2340,addr_299,Hodler,2.7896,0.00453,14,2,2020-04-07 11:00:00
tx_2341,addr_282,Trader,1.4385,0.00082,6,19,2020-04-07 12:00:00
tx_2342,addr_462,Exchange,0.7738,0.00955,12,17,2020-04-07 13:00:00
tx_2343,addr_283,Mixer,1.8129,0.00231,6,11,2020-04-07 14:00:00
tx_2344,addr_248,Trader,10.9144,0.00923,9,17,2020-04-07 15:00:00
tx_2345,addr_278,Miner,1.1428,0.00432,4,10,2020-04-07 16:00:00
tx_2346,addr_104,Exchange,5.0688,0.00986,17,18,2020-04-07 17:00:00
tx_2347,addr_198,Hodler,0.8463,0.00559,2,6,2020-04-07 18:00:00
tx_2348,addr_55,Exchange,0.1126,0.00932,16,16,2020-04-07 19:00:00
tx_2349,addr_251,Miner,0.4569,0.00015,14,18,2020-04-07 20:00:00
tx_2350,addr_438,Mixer,1.085,0.00751,8,18,2020-04-07 21:00:00
tx_2351,addr_87,Mixer,0.496,0.00904,14,1,2020-04-07 22:00:00
tx_2352,addr_220,Mixer,0.0005,0.00148,2,3,2020-04-07 23:00:00
tx_2353,addr_413,Hodler,4.9302,0.00105,16,15,2020-04-08 00:00:00
tx_2354,addr_238,Trader,3.7143,0.0043,4,10,2020-04-08 01:00:00
tx_2355,addr_105,Trader,2.7119,0.00934,1,5,2020-04-08 02:00:00
tx_2356,addr_59,Exchange,0.3674,0.00547,14,15,2020-04-08 03:00:00
tx_2357,addr_38,Hodler,0.2565,0.00532,8,14,2020-04-08 04:00:00
tx_2358,addr_88,Mixer,0.14,0.0015,3,15,2020-04-08 05:00:00
tx_2359,addr_165,Mixer,2.5749,0.00011,5,10,2020-04-08 06:00:00
tx_2360,addr_210,Miner,5.2847,0.00812,6,9,2020-04-08 07:00:00
tx_2361,addr_338,Miner,1.1261,0.00097,8,12,2020-04-08 08:00:00
tx_2362,addr_163,Mixer,0.2537,0.00638,6,7,2020-04-08 09:00:00
tx_2363,addr_369,Mixer,1.4365,0.00915,6,5,2020-04-08 10:00:00
tx_2364,addr_237,Hodler,0.858,0.00217,4,10,2020-04-08 11:00:00
tx_2365,addr_314,Trader,0.9394,0.00669,7,8,2020-04-08 12:00:00
tx_2366,addr_252,Miner,1.9422,0.00088,19,16,2020-04-08 13:00:00
tx_2367,addr_413,Trader,2.5368,0.00608,7,12,2020-04-08 14:00:00
tx_2368,addr_211,Hodler,0.2344,0.00172,3,9,2020-04-08 15:00:00
tx_2369,addr_254,Mixer,0.0725,0.00739,8,10,2020-04-08 16:00:00
tx_2370,addr_367,Trader,10.3452,0.00308,1,16,2020-04-08 17:00:00
tx_2371,addr_112,Mixer,0.5298,0.00469,1,10,2020-04-08 18:00:00
tx_2372,addr_229,Mixer,0.1107,0.00603,14,9,2020-04-08 19:00:00
tx_2373,addr_172,Exchange,0.4211,0.0018,6,3,2020-04-08 20:00:00
tx_2374,addr_33,Trader,0.0795,0.00744,10,19,2020-04-08 21:00:00
tx_2375,addr_152,Trader,0.9945,0.0031,14,11,2020-04-08 22:00:00
tx_2376,addr_92,Mixer,3.243,0.00666,4,6,2020-04-08 23:00:00
tx_2377,addr_331,Hodler,0.8348,0.00167,6,6,2020-04-09 00:00:00
tx_2378,addr_411,Exchange,1.1746,0.00691,16,15,2020-04-09 01:00:00
tx_2379,addr_307,Mixer,2.2515,0.00137,1,15,2020-04-09 02:00:00
tx_2380,addr_191,Miner,1.4222,0.00431,6,13,2020-04-09 03:00:00
tx_2381,addr_347,Miner,3.953,0.00255,9,5,2020-04-09 04:00:00
tx_2382,addr_41,Exchange,4.0204,0.00751,15,14,2020-04-09 05:00:00
tx_2383,addr_3,Hodler,0.0199,0.00269,12,2,2020-04-09 06:00:00
tx_2384,addr_293,Mixer,3.0106,0.00883,3,12,2020-04-09 07:00:00
tx_2385,addr_329,Trader,1.2351,0.00893,11,14,2020-04-09 08:00:00
tx_2386,addr_106,Exchange,8.9909,0.00204,15,19,2020-04-09 09:00:00
tx_2387,addr_461,Hodler,1.3203,0.00618,3,15,2020-04-09 10:00:00
tx_2388,addr_62,Trader,8.6697,0.00097,14,17,2020-04-09 11:00:00
tx_2389,addr_64,Miner,2.8095,0.00398,2,14,2020-04-09 12:00:00
tx_2390,addr_17,Miner,0.5716,0.00716,4,18,2020-04-09 13:00:00
tx_2391,addr_491,Trader,1.5461,0.00663,19,5,2020-04-09 14:00:00
tx_2392,addr_469,Exchange,9.6908,0.00628,12,12,2020-04-09 15:00:00
tx_2393,addr_66,Miner,3.8973,0.0029,2,10,2020-04-09 16:00:00
tx_2394,addr_281,Mixer,0.2049,0.00384,17,8,2020-04-09 17:00:00
tx_2395,addr_219,Trader,2.4509,0.00112,3,6,2020-04-09 18:00:00
tx_2396,addr_230,Trader,0.848,0.00722,10,15,2020-04-09 19:00:00
tx_2397,addr_324,Miner,0.014,0.00509,16,12,2020-04-09 20:00:00
tx_2398,addr_180,Exchange,1.0333,0.00712,9,6,2020-04-09 21:00:00
tx_2399,addr_321,Mixer,0.5351,0.00256,11,12,2020-04-09 22:00:00
tx_2400,addr_366,Exchange,3.4171,0.00331,15,15,2020-04-09 23:00:00
tx_2401,addr_354,Hodler,0.823,0.00341,3,12,2020-04-10 00:00:00
tx_2402,addr_262,Hodler,3.515,0.00035,16,9,2020-04-10 01:00:00
tx_2403,addr_377,Miner,0.0012,0.00348,12,19,2020-04-10 02:00:00
tx_2404,addr_169,Miner,0.7358,0.00805,5,2,2020-04-10 03:00:00
tx_2405,addr_405,Miner,0.5519,0.00898,7,13,2020-04-10 04:00:00
tx_2406,addr_11,Hodler,0.532,0.00523,9,13,2020-04-10 05:00:00
tx_2407,addr_275,Exchange,0.1412,0.00461,18,8,2020-04-10 06:00:00
tx_2408,addr_385,Exchange,0.4144,0.00041,8,13,2020-04-10 07:00:00
tx_2409,addr_19,Miner,1.6218,0.0088,12,4,2020-04-10 08:00:00
tx_2410,addr_287,Mixer,0.6888,0.00023,2,6,2020-04-10 09:00:00
tx_2411,addr_323,Exchange,1.0805,0.00945,10,6,2020-04-10 10:00:00
tx_2412,addr_242,Hodler,0.946,0.00494,19,12,2020-04-10 11:00:00
tx_2413,addr_246,Trader,4.1734,0.00349,9,12,2020-04-10 12:00:00
tx_2414,addr_455,Trader,4.7141,0.00925,8,17,2020-04-10 13:00:00
tx_2415,addr_270,Trader,1.3583,0.00034,1,7,2020-04-10 14:00:00
tx_2416,addr_366,Mixer,0.8014,0.00586,6,15,2020-04-10 15:00:00
tx_2417,addr_230,Miner,0.2259,0.00553,12,17,2020-04-10 16:00:00
tx_2418,addr_249,Hodler,6.1324,0.00227,19,10,2020-04-10 17:00:00
tx_2419,addr_419,Mixer,0.1242,0.00435,17,6,2020-04-10 18:00:00
tx_2420,addr_2,Hodler,0.7066,0.00656,2,9,2020-04-10 19:00:00
tx_2421,addr_220,Hodler,0.7078,0.0073,11,15,2020-04-10 20:00:00
tx_2422,addr_247,Miner,0.7725,0.00011,18,16,2020-04-10 21:00:00
tx_2423,addr_97,Trader,0.3589,0.00937,11,8,2020-04-10 22:00:00
tx_2424,addr_437,Miner,3.0572,0.00173,18,16,2020-04-10 23:00:00
tx_2425,addr_117,Mixer,0.2614,0.00241,8,5,2020-04-11 00:00:00
tx_2426,addr_90,Mixer,2.0152,0.00271,15,18,2020-04-11 01:00:00
tx_2427,addr_33,Mixer,0.2644,0.00047,9,14,2020-04-11 02:00:00
tx_2428,addr_119,Miner,0.1463,0.00132,15,2,2020-04-11 03:00:00
tx_2429,addr_254,Hodler,4.8033,0.00986,7,3,2020-04-11 04:00:00
tx_2430,addr_435,Hodler,0.4218,0.00322,13,14,2020-04-11 05:00:00
tx_2431,addr_122,Exchange,3.4435,0.00124,13,7,2020-04-11 06:00:00
tx_2432,addr_306,Mixer,1.5733,0.00116,1,15,2020-04-11 07:00:00
tx_2433,addr_424,Hodler,0.1621,0.00722,4,17,2020-04-11 08:00:00
tx_2434,addr_355,Exchange,6.2222,0.00856,4,1,2020-04-11 09:00:00
tx_2435,addr_184,Hodler,0.5673,0.00264,4,9,2020-04-11 10:00:00
tx_2436,addr_427,Mixer,3.9272,0.00031,13,14,2020-04-11 11:00:00
tx_2437,addr_321,Trader,0.3698,0.00231,2,16,2020-04-11 12:00:00
tx_2438,addr_183,Mixer,3.8475,0.00066,15,13,2020-04-11 13:00:00
tx_2439,addr_384,Miner,0.0266,0.00112,4,6,2020-04-11 14:00:00
tx_2440,addr_336,Hodler,1.434,0.00437,6,1,2020-04-11 15:00:00
tx_2441,addr_311,Hodler,2.9345,0.00238,3,4,2020-04-11 16:00:00
tx_2442,addr_122,Miner,5.4605,0.00521,7,3,2020-04-11 17:00:00
tx_2443,addr_483,Miner,4.7982,0.00261,6,17,2020-04-11 18:00:00
tx_2444,addr_195,Trader,3.4254,0.00941,3,2,2020-04-11 19:00:00
tx_2445,addr_346,Hodler,4.3819,0.00907,4,19,2020-04-11 20:00:00
tx_2446,addr_134,Hodler,0.4443,0.00571,10,8,2020-04-11 21:00:00
tx_2447,addr_155,Trader,0.6687,0.00361,9,15,2020-04-11 22:00:00
tx_2448,addr_353,Exchange,0.6821,0.00387,6,6,2020-04-11 23:00:00
tx_2449,addr_500,Trader,0.9466,0.00418,11,2,2020-04-12 00:00:00
tx_2450,addr_133,Mixer,0.9995,0.0073,7,15,2020-04-12 01:00:00
tx_2451,addr_419,Hodler,1.573,0.00457,18,12,2020-04-12 02:00:00
tx_2452,addr_30,Miner,0.3484,0.00858,4,3,2020-04-12 03:00:00
tx_2453,addr_398,Mixer,2.3504,0.00945,5,10,2020-04-12 04:00:00
tx_2454,addr_432,Hodler,0.3668,0.00343,4,14,2020-04-12 05:00:00
tx_2455,addr_436,Trader,0.743,0.00565,4,14,2020-04-12 06:00:00
tx_2456,addr_401,Mixer,1.3997,0.00104,13,3,2020-04-12 07:00:00
tx_2457,addr_202,Hodler,3.1836,0.00208,16,1,2020-04-12 08:00:00
tx_2458,addr_418,Exchange,2.6901,0.00419,14,1,2020-04-12 09:00:00
tx_2459,addr_483,Exchange,2.0743,0.00214,11,2,2020-04-12 10:00:00
tx_2460,addr_307,Miner,0.3387,0.00878,2,19,2020-04-12 11:00:00
tx_2461,addr_102,Hodler,1.5839,0.00167,14,10,2020-04-12 12:00:00
tx_2462,addr_43,Exchange,0.183,0.00461,7,4,2020-04-12 13:00:00
tx_2463,addr_156,Trader,0.9476,0.0061,11,4,2020-04-12 14:00:00
tx_2464,addr_140,Hodler,1.0672,0.00695,4,13,2020-04-12 15:00:00
tx_2465,addr_69,Trader,0.0813,0.00389,7,9,2020-04-12 16:00:00
tx_2466,addr_323,Trader,0.6404,0.0087,16,7,2020-04-12 17:00:00
tx_2467,addr_396,Exchange,6.2313,0.00573,6,16,2020-04-12 18:00:00
tx_2468,addr_181,Hodler,6.1423,0.00445,6,18,2020-04-12 19:00:00
tx_2469,addr_364,Mixer,0.8687,0.00077,2,3,2020-04-12 20:00:00
tx_2470,addr_145,Exchange,0.0881,0.0047,8,10,2020-04-12 21:00:00
tx_2471,addr_365,Exchange,0.3947,0.00823,7,16,2020-04-12 22:00:00
tx_2472,addr_66,Hodler,0.9959,0.00618,14,3,2020-04-12 23:00:00
tx_2473,addr_185,Hodler,5.9046,0.00834,9,11,2020-04-13 00:00:00
tx_2474,addr_22,Trader,0.3044,0.00499,15,10,2020-04-13 01:00:00
tx_2475,addr_436,Hodler,2.8837,0.00127,18,16,2020-04-13 02:00:00
tx_2476,addr_181,Trader,0.2301,0.00024,12,8,2020-04-13 03:00:00
tx_2477,addr_465,Exchange,7.9539,0.0031,19,9,2020-04-13 04:00:00
tx_2478,addr_115,Miner,0.9613,0.00701,13,15,2020-04-13 05:00:00
tx_2479,addr_15,Mixer,2.9854,0.00792,7,3,2020-04-13 06:00:00
tx_2480,addr_261,Exchange,0.8389,0.00303,10,4,2020-04-13 07:00:00
tx_2481,addr_294,Hodler,1.9759,0.00501,10,13,2020-04-13 08:00:00
tx_2482,addr_163,Mixer,0.4264,0.00427,2,12,2020-04-13 09:00:00
tx_2483,addr_431,Miner,0.3157,0.00416,14,9,2020-04-13 10:00:00
tx_2484,addr_134,Miner,5.5633,0.00239,13,14,2020-04-13 11:00:00
tx_2485,addr_354,Trader,4.9935,0.00145,6,19,2020-04-13 12:00:00
tx_2486,addr_143,Mixer,4.3691,0.00205,9,7,2020-04-13 13:00:00
tx_2487,addr_455,Trader,1.964,0.00065,13,16,2020-04-13 14:00:00
tx_2488,addr_142,Exchange,3.3033,0.00206,9,5,2020-04-13 15:00:00
tx_2489,addr_225,Mixer,0.1431,0.00019,13,10,2020-04-13 16:00:00
tx_2490,addr_38,Exchange,0.8153,0.00631,5,18,2020-04-13 17:00:00
tx_2491,addr_357,Trader,0.7529,0.00323,14,11,2020-04-13 18:00:00
tx_2492,addr_294,Mixer,2.0193,0.00973,5,7,2020-04-13 19:00:00
tx_2493,addr_445,Trader,0.88,0.00202,9,14,2020-04-13 20:00:00
tx_2494,addr_460,Mixer,0.3215,0.00352,8,18,2020-04-13 21:00:00
tx_2495,addr_132,Trader,1.815,0.00364,7,11,2020-04-13 22:00:00
tx_2496,addr_245,Miner,3.3681,0.00018,8,12,2020-04-13 23:00:00
tx_2497,addr_162,Trader,0.9629,0.00841,3,18,2020-04-14 00:00:00
tx_2498,addr_109,Miner,0.2837,0.00042,15,2,2020-04-14 01:00:00
tx_2499,addr_171,Trader,0.438,0.00941,8,1,2020-04-14 02:00:00
tx_2500,addr_460,Mixer,0.5423,0.00893,1,10,2020-04-14 03:00:00
tx_2501,addr_372,Mixer,0.7131,0.0054,7,1,2020-04-14 04:00:00
tx_2502,addr_119,Mixer,2.0589,0.00548,19,6,2020-04-14 05:00:00
tx_2503,addr_402,Hodler,1.8373,0.00657,2,7,2020-04-14 06:00:00
tx_2504,addr_12,Exchange,2.382,0.00393,14,17,2020-04-14 07:00:00
tx_2505,addr_151,Mixer,0.9004,0.00651,18,9,2020-04-14 08:00:00
tx_2506,addr_264,Miner,3.4745,0.00054,15,7,2020-04-14 09:00:00
tx_2507,addr_439,Mixer,0.4565,0.00064,14,17,2020-04-14 10:00:00
tx_2508,addr_465,Hodler,1.2661,0.00463,19,3,2020-04-14 11:00:00
tx_2509,addr_469,Miner,3.2283,0.00554,19,16,2020-04-14 12:00:00
tx_2510,addr_123,Hodler,0.3973,0.00889,17,5,2020-04-14 13:00:00
tx_2511,addr_488,Miner,0.2328,0.00114,19,18,2020-04-14 14:00:00
tx_2512,addr_453,Trader,4.3029,0.00824,16,1,2020-04-14 15:00:00
tx_2513,addr_278,Exchange,0.8399,0.00218,19,4,2020-04-14 16:00:00
tx_2514,addr_467,Exchange,2.3032,0.004,1,11,2020-04-14 17:00:00
tx_2515,addr_318,Hodler,0.0514,0.00323,19,9,2020-04-14 18:00:00
tx_2516,addr_281,Exchange,2.3427,0.00406,7,8,2020-04-14 19:00:00
tx_2517,addr_286,Hodler,0.7599,0.00159,11,8,2020-04-14 20:00:00
tx_2518,addr_384,Hodler,0.1147,0.00509,5,5,2020-04-14 21:00:00
tx_2519,addr_87,Hodler,1.8823,0.00804,17,12,2020-04-14 22:00:00
tx_2520,addr_71,Exchange,0.551,0.00447,11,1,2020-04-14 23:00:00
tx_2521,addr_359,Hodler,0.9782,0.00496,8,15,2020-04-15 00:00:00
tx_2522,addr_287,Exchange,0.168,0.0085,10,18,2020-04-15 01:00:00
tx_2523,addr_39,Hodler,0.3184,0.00709,12,6,2020-04-15 02:00:00
tx_2524,addr_263,Mixer,0.7076,0.00496,10,10,2020-04-15 03:00:00
tx_2525,addr_173,Hodler,0.1881,0.00265,13,14,2020-04-15 04:00:00
tx_2526,addr_427,Miner,4.8343,0.00886,18,8,2020-04-15 05:00:00
tx_2527,addr_480,Hodler,0.0121,0.00581,10,3,2020-04-15 06:00:00
tx_2528,addr_422,Trader,1.3228,0.00229,19,19,2020-04-15 07:00:00
tx_2529,addr_189,Hodler,0.2631,0.00276,17,12,2020-04-15 08:00:00
tx_2530,addr_316,Miner,0.7354,0.00805,16,12,2020-04-15 09:00:00
tx_2531,addr_483,Miner,5.209,0.00054,5,15,2020-04-15 10:00:00
tx_2532,addr_363,Exchange,0.3527,0.00992,3,7,2020-04-15 11:00:00
tx_2533,addr_278,Mixer,6.753,0.00139,15,4,2020-04-15 12:00:00
tx_2534,addr_384,Hodler,0.4608,0.00798,2,9,2020-04-15 13:00:00
tx_2535,addr_124,Exchange,2.7062,0.00401,13,16,2020-04-15 14:00:00
tx_2536,addr_388,Mixer,1.5823,0.00497,8,13,2020-04-15 15:00:00
tx_2537,addr_35,Hodler,4.3166,0.00882,17,4,2020-04-15 16:00:00
tx_2538,addr_491,Trader,1.6148,0.00419,4,9,2020-04-15 17:00:00
tx_2539,addr_373,Hodler,1.5295,0.00542,19,18,2020-04-15 18:00:00
tx_2540,addr_109,Miner,0.435,0.00059,9,15,2020-04-15 19:00:00
tx_2541,addr_412,Miner,0.3636,0.00012,15,15,2020-04-15 20:00:00
tx_2542,addr_494,Trader,4.9656,0.00252,9,6,2020-04-15 21:00:00
tx_2543,addr_37,Exchange,0.7945,0.00684,9,11,2020-04-15 22:00:00
tx_2544,addr_271,Mixer,0.9307,0.0013,14,8,2020-04-15 23:00:00
tx_2545,addr_314,Hodler,2.8528,0.00123,16,17,2020-04-16 00:00:00
tx_2546,addr_416,Miner,0.8275,0.00417,17,17,2020-04-16 01:00:00
tx_2547,addr_279,Exchange,6.0757,0.00651,13,18,2020-04-16 02:00:00
tx_2548,addr_454,Trader,2.6783,0.00715,9,4,2020-04-16 03:00:00
tx_2549,addr_157,Miner,1.8198,0.00187,15,15,2020-04-16 04:00:00
tx_2550,addr_196,Trader,4.2555,0.00089,7,2,2020-04-16 05:00:00
tx_2551,addr_47,Hodler,0.1018,0.00941,1,2,2020-04-16 06:00:00
tx_2552,addr_295,Mixer,0.5943,0.00268,1,10,2020-04-16 07:00:00
tx_2553,addr_368,Miner,1.2511,0.00855,5,3,2020-04-16 08:00:00
tx_2554,addr_98,Miner,0.5149,0.00865,9,8,2020-04-16 09:00:00
tx_2555,addr_263,Hodler,2.7244,0.00775,12,7,2020-04-16 10:00:00
tx_2556,addr_404,Exchange,5.0318,0.00177,6,12,2020-04-16 11:00:00
tx_2557,addr_14,Mixer,1.1025,0.00824,13,19,2020-04-16 12:00:00
tx_2558,addr_129,Miner,0.8375,0.00772,8,15,2020-04-16 13:00:00
tx_2559,addr_90,Mixer,6.5168,0.00601,15,14,2020-04-16 14:00:00
tx_2560,addr_445,Miner,1.177,0.00344,6,16,2020-04-16 15:00:00
tx_2561,addr_61,Mixer,1.343,0.0027,6,14,2020-04-16 16:00:00
tx_2562,addr_130,Trader,0.8666,0.00131,4,3,2020-04-16 17:00:00
tx_2563,addr_48,Miner,4.8059,0.00515,11,18,2020-04-16 18:00:00
tx_2564,addr_51,Mixer,1.6831,0.00589,18,6,2020-04-16 19:00:00
tx_2565,addr_5,Exchange,2.8724,0.00366,3,17,2020-04-16 20:00:00
tx_2566,addr_379,Trader,3.3406,0.00481,3,14,2020-04-16 21:00:00
tx_2567,addr_430,Trader,0.8366,0.0037,12,14,2020-04-16 22:00:00
tx_2568,addr_298,Exchange,1.1372,0.00645,6,13,2020-04-16 23:00:00
tx_2569,addr_341,Mixer,3.774,0.00902,6,3,2020-04-17 00:00:00
tx_2570,addr_345,Hodler,0.9028,0.00172,8,13,2020-04-17 01:00:00
tx_2571,addr_478,Exchange,3.1591,0.00388,15,2,2020-04-17 02:00:00
tx_2572,addr_162,Mixer,5.6602,0.00149,18,9,2020-04-17 03:00:00
tx_2573,addr_303,Exchange,1.9521,0.00629,16,13,2020-04-17 04:00:00
tx_2574,addr_440,Exchange,2.7067,0.00732,6,8,2020-04-17 05:00:00
tx_2575,addr_230,Miner,3.2705,0.00933,17,16,2020-04-17 06:00:00
tx_2576,addr_290,Mixer,3.7292,0.00286,9,3,2020-04-17 07:00:00
tx_2577,addr_428,Hodler,1.0052,0.00951,19,13,2020-04-17 08:00:00
tx_2578,addr_349,Miner,0.1052,0.00073,18,4,2020-04-17 09:00:00
tx_2579,addr_25,Exchange,1.0279,0.00607,5,18,2020-04-17 10:00:00
tx_2580,addr_20,Exchange,2.2402,0.00067,6,2,2020-04-17 11:00:00
tx_2581,addr_205,Exchange,1.1969,0.00895,12,15,2020-04-17 12:00:00
tx_2582,addr_98,Mixer,2.7643,0.00535,11,17,2020-04-17 13:00:00
tx_2583,addr_34,Mixer,0.8832,0.00673,16,10,2020-04-17 14:00:00
tx_2584,addr_402,Miner,2.0143,0.00833,17,1,2020-04-17 15:00:00
tx_2585,addr_426,Hodler,0.4126,0.00159,9,6,2020-04-17 16:00:00
tx_2586,addr_481,Miner,2.7676,0.00048,1,3,2020-04-17 17:00:00
tx_2587,addr_316,Trader,1.578,0.0088,3,19,2020-04-17 18:00:00
tx_2588,addr_4,Exchange,0.4565,0.00322,9,7,2020-04-17 19:00:00
tx_2589,addr_364,Exchange,0.6904,0.00138,19,13,2020-04-17 20:00:00
tx_2590,addr_147,Exchange,2.7615,0.00474,13,13,2020-04-17 21:00:00
tx_2591,addr_5,Miner,1.3179,0.00602,14,17,2020-04-17 22:00:00
tx_2592,addr_40,Miner,0.4868,0.00041,19,1,2020-04-17 23:00:00
tx_2593,addr_378,Exchange,6.839,0.00282,7,14,2020-04-18 00:00:00
tx_2594,addr_159,Miner,2.5114,0.00042,4,3,2020-04-18 01:00:00
tx_2595,addr_355,Mixer,6.2994,0.00426,12,14,2020-04-18 02:00:00
tx_2596,addr_294,Mixer,1.1141,0.00896,14,1,2020-04-18 03:00:00
tx_2597,addr_90,Miner,1.2891,0.00983,2,16,2020-04-18 04:00:00
tx_2598,addr_256,Exchange,4.5647,0.00641,1,10,2020-04-18 05:00:00
tx_2599,addr_471,Miner,1.4891,0.0017,18,13,2020-04-18 06:00:00
tx_2600,addr_376,Miner,2.4571,0.00907,8,4,2020-04-18 07:00:00
tx_2601,addr_437,Miner,0.5812,0.00521,3,9,2020-04-18 08:00:00
tx_2602,addr_227,Trader,1.1838,0.00162,6,14,2020-04-18 09:00:00
